CATEGORY,TYPE,NAME,REVISION,DESCRIPTION,NOTES,DESIGNATOR [str],VALUE [str],SYMBOL [str],FOOTPRINT [str],PACKAGE [str],HEIGHT [mm],VZENER [V],minVBR@IT [V],IT [A],VZTOL [%],VZDRIFT [mV/K],VFMAX [V],IFMAX [A],RTHJA [K/W],RTHJC [K/W],TJMIN [°C],TJMAX [°C],PMAX [W],SOLDER_TECHNOLOGY [str],IEC61709 [int],OTHERPROPERTIES [str],CREATED [str],VERIFIED [str],KICAD_VISIBILITY [str],MANUFACTURER,MPN,DATASHEET_LINK,DATASHEET_REVISION,SUBSTANCES,SUPPLIER1_NAME,SUPPLIER1_SKU,SUPPLIER1_STATUS,RELATEDPARTS
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _54V_60 A_LittelfuseInc_SMAJ54A,0,TVS 54 V DO-214AC  1 A 60 A,,D,SMAJ54A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,54 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ54A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,SMAJ54ALFCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _54V_60 A_BournsInc_SMAJ54A,0,TVS 54 V DO-214AC  1 A 60 A,,D,SMAJ54A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,54 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ54A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ54ABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 54 V DO-214AC  1 A 60 A,,D,SMAJ54A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,54 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _58V_60 A_generic,0,generic TVS 58 V DO-214AC  1 A 60 A,,D,SMAJ58A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,58 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _58V_60 A_LittelfuseInc_SMAJ58A,0,TVS 58 V DO-214AC  1 A 60 A,,D,SMAJ58A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,58 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ58A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,SMAJ58ALFCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _58V_60 A_BournsInc_SMAJ58A,0,TVS 58 V DO-214AC  1 A 60 A,,D,SMAJ58A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,58 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ58A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ58ABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 58 V DO-214AC  1 A 60 A,,D,SMAJ58A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,58 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _60V_60 A_generic,0,generic TVS 60 V DO-214AC  1 A 60 A,,D,SMAJ60A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,60 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _60V_60 A_LittelfuseInc_SMAJ60A,0,TVS 60 V DO-214AC  1 A 60 A,,D,SMAJ60A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,60 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ60A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,SMAJ60ALFCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _60V_60 A_BournsInc_SMAJ60A,0,TVS 60 V DO-214AC  1 A 60 A,,D,SMAJ60A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,60 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ60A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ60ABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 60 V DO-214AC  1 A 60 A,,D,SMAJ60A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,60 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _64V_60 A_generic,0,generic TVS 64 V DO-214AC  1 A 60 A,,D,SMAJ64A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,64 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _64V_60 A_LittelfuseInc_SMAJ64A,0,TVS 64 V DO-214AC  1 A 60 A,,D,SMAJ64A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,64 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ64A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,SMAJ64ALFCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _64V_60 A_BournsInc_SMAJ64A,0,TVS 64 V DO-214AC  1 A 60 A,,D,SMAJ64A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,64 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ64A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ64ABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 64 V DO-214AC  1 A 60 A,,D,SMAJ64A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,64 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _70V_60 A_generic,0,generic TVS 70 V DO-214AC  1 A 60 A,,D,SMAJ70A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,70 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _70V_60 A_LittelfuseInc_SMAJ70A,0,TVS 70 V DO-214AC  1 A 60 A,,D,SMAJ70A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,70 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ70A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,SMAJ70ALFCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _70V_60 A_BournsInc_SMAJ70A,0,TVS 70 V DO-214AC  1 A 60 A,,D,SMAJ70A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,70 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ70A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ70ABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 70 V DO-214AC  1 A 60 A,,D,SMAJ70A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,70 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _5V_60 A_generic,0,generic TVS 5 V DO-214AC  0.01 A 60 A,,D,SMAJ5.0CA,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,5 V,,0.01 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _5V_60 A_LittelfuseInc_SMAJ50CA,0,TVS 5 V DO-214AC  0.01 A 60 A,,D,SMAJ5.0CA,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,5 V,,0.01 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ5.0CA,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,SMAJ5.0CALFCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _5V_60 A_BournsInc_SMAJ50CA,0,TVS 5 V DO-214AC  0.01 A 60 A,,D,SMAJ5.0CA,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,5 V,,0.01 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ5.0CA,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ5.0CABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 5 V DO-214AC  0.01 A 60 A,,D,SMAJ5.0CA,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,5 V,,0.01 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
